DATE,MGDP_logdiff_pred,MGDP_level_pred
2023-05-01,0.0004855091974604875,634789.2702724215
2023-06-01,-9.616036550141871e-05,634728.2316389715
2023-07-01,-3.6939421988790855e-05,634704.7855780195
2023-08-01,-9.251391020370647e-06,634698.9137030271
2023-09-01,-0.0005322078359313309,634361.2118394573
2023-10-01,-0.000688455009367317,633924.6329851114
2023-11-01,-0.0006224477547220886,633530.1707994336
2023-12-01,-0.0007658918621018529,633045.1409611348
2024-01-01,0.006460393313318491,637148.1006531916
2024-02-01,4.525113763520494e-05,637176.9329819311
2024-03-01,0.0025134352035820484,638780.4502403961
