DATE,MGDP_logdiff_pred
2014-01-01,
2014-02-01,-0.00298573006875813
2014-03-01,0.005455911159515381
2014-04-01,-0.001193108269944787
2014-05-01,0.0008839532383717597
2014-06-01,-3.5250741348136216e-05
2014-07-01,-0.00037344565498642623
2014-08-01,-0.0004474218003451824
2014-09-01,-5.9229299949947745e-05
2014-10-01,-0.00014791377179790288
2014-11-01,-0.00028044256032444537
2014-12-01,-0.0009124961216002703
2015-01-01,0.000893861404620111
2015-02-01,-0.0011496319202706218
2015-03-01,-0.0014073664788156748
2015-04-01,-0.0016791834495961666
2015-05-01,0.00031162562663666904
2015-06-01,-0.0003519730526022613
2015-07-01,-0.0004741050652228296
2015-08-01,-0.0007998074870556593
2015-09-01,-0.00028560555074363947
2015-10-01,-0.0012846679892390966
2015-11-01,0.0008814132888801396
2015-12-01,-0.0009339291136711836
2016-01-01,-0.1135372593998909
2016-02-01,0.01987079530954361
2016-03-01,0.09253481775522232
2016-04-01,0.0006944776978343725
2016-05-01,-0.003040082985535264
2016-06-01,0.0014241832541301847
2016-07-01,-0.0002897702215705067
2016-08-01,-0.00047216907842084765
2016-09-01,0.00014363568334374577
2016-10-01,-4.105892003281042e-05
2016-11-01,-9.02560495887883e-05
2016-12-01,-8.745636296225712e-05
2017-01-01,5.658087684423663e-05
2017-02-01,0.0011523006251081824
2017-03-01,-0.0010164700215682387
2017-04-01,0.00039572236710228026
2017-05-01,2.91367882709892e-06
2017-06-01,-0.00011608211934799328
2017-07-01,-2.8448579541873187e-05
2017-08-01,-9.557376870361622e-06
2017-09-01,4.34935998328001e-07
2017-10-01,-0.0001615831279195845
2017-11-01,-0.00020277465227991343
2017-12-01,-5.9301211877027526e-05
2018-01-01,3.48585017491132e-05
2018-02-01,-1.471394716645591e-05
2018-03-01,-0.0007388561498373747
2018-04-01,-0.00019042877829633653
2018-05-01,-0.00028304310399107635
2018-06-01,-0.000633789983112365
2018-07-01,0.0007891618879511952
2018-08-01,-0.0006915994454175234
2018-09-01,-0.00172324082814157
2018-10-01,-0.0006909827352501452
2018-11-01,0.0020300522446632385
2018-12-01,-0.003364760195836425
2019-01-01,-0.0002672017435543239
2019-02-01,-4.601058753905818e-05
2019-03-01,-0.0017332982970401645
2019-04-01,-0.0030718434136360884
2019-05-01,-0.003959218971431255
2019-06-01,0.005451464094221592
2019-07-01,2.739717638178263e-05
2019-08-01,-7.66781740821898e-05
2019-09-01,-6.120625039329752e-05
2019-10-01,-0.0014853122411295772
2019-11-01,0.0023014801554381847
2019-12-01,0.0022438126616179943
2020-01-01,-0.05496373400092125
2020-02-01,-0.0864035114645958
2020-03-01,0.09982527047395706
2020-04-01,0.03393740952014923
2020-05-01,0.024615367874503136
2020-06-01,-0.0005972745129838586
2020-07-01,0.015524878166615963
2020-08-01,-0.0030783626716583967
2020-09-01,-0.00460745207965374
2020-10-01,0.00042249291436746716
2020-11-01,0.003433725330978632
2020-12-01,0.0004168662999290973
2021-01-01,0.0003544572682585567
2021-02-01,-9.645674253988545e-06
2021-03-01,0.0004797305737156421
2021-04-01,-0.0002468871243763715
2021-05-01,0.0001425148220732808
2021-06-01,-0.0016857287846505642
2021-07-01,-0.0006927848444320261
2021-08-01,-0.0011902746045961976
2021-09-01,-0.0016712447395548224
2021-10-01,-0.00214534904807806
2021-11-01,0.0010692582000046968
2021-12-01,-0.002910731825977564
2022-01-01,0.000682754151057452
2022-02-01,-0.002939479425549507
2022-03-01,-0.0010430613765493035
2022-04-01,0.004194772802293301
2022-05-01,-0.01834237203001976
2022-06-01,0.011791282333433628
2022-07-01,-0.0013625372666865587
2022-08-01,5.326593236532062e-05
2022-09-01,-0.0008188349311240017
2022-10-01,0.0033190082758665085
2022-11-01,-0.010085859335958958
2022-12-01,0.004138893447816372
2023-01-01,-0.0003697997017297894
2023-02-01,-0.0003612350847106427
2023-03-01,-0.0018140762113034725
2023-04-01,0.002438595052808523
2023-05-01,0.003740873420611024
2023-06-01,-0.008029871620237827
2023-07-01,-0.0002774502499960363
2023-08-01,-0.00027285420219413936
2023-09-01,-0.000496581313200295
