DATE,MGDP_logdiff_pred,MGDP_level_pred
2014-01-01,,
2014-02-01,-0.0010682540014386177,100.6739
2014-03-01,-0.00046579446643590927,100.62701757410042
2014-04-01,-0.00012743589468300343,100.6141948971386
2014-05-01,-0.00010789048974402249,100.60334016794751
2014-06-01,-0.00010907937394222245,100.59236701706858
2014-07-01,-0.00033097382402047515,100.55907908571051
2014-08-01,-0.00029994791839271784,100.52892112239853
2014-09-01,-0.0002491749182809144,100.50387495726065
2014-10-01,0.013989495113492012,101.91975405043215
2014-11-01,-0.014944513328373432,100.40793774419498
2014-12-01,-0.00038583407877013087,100.36920441283436
2015-01-01,-0.001449405332095921,100.22383412846202
2015-02-01,0.0018753354670479894,100.41196378722155
2015-03-01,-0.002089067129418254,100.20241541079521
2015-04-01,-0.000569161435123533,100.1454002871811
2015-05-01,-0.0005704544018954039,100.0882881942289
2015-06-01,-0.0005799151258543134,100.03026230865476
2015-07-01,-0.0003125427174381912,99.99900346376337
2015-08-01,-0.0006411267095245421,99.93491197929356
2015-09-01,-0.0006058485596440732,99.87438489378792
2015-10-01,-0.00045591354137286544,99.82886118750416
2015-11-01,-0.0004453975707292557,99.78440755574726
2015-12-01,-0.00043587273103185,99.74092373090673
2016-01-01,0.003692651866003871,100.1099130943845
2016-02-01,-0.003594930749386549,99.75067100159549
2016-03-01,-0.0012293658219277859,99.62811628367768
2016-04-01,-0.0002946302411146462,99.59876715153847
2016-05-01,-0.00029080244712531567,99.56980779724977
2016-06-01,-0.00033598917070776224,99.53635903962527
2016-07-01,-5.382307062973268e-05,99.53100183131444
2016-08-01,-0.00030004937434569,99.50114209640836
2016-09-01,-0.0002644311171025038,99.47483437669398
2016-10-01,-7.652025669813156e-05,99.46722282805501
2016-11-01,-6.18389603914693e-05,99.46107206858255
2016-12-01,-8.041212277021259e-05,99.45307451419899
2017-01-01,5.947098179603927e-05,99.45898926205916
2017-02-01,6.716948701068759e-05,99.46567009571808
2017-03-01,6.577099702553824e-05,99.4722122671503
2017-04-01,0.00012818568211514503,99.48496399780845
2017-05-01,0.00012740133388433605,99.49763932233269
2017-06-01,2.6966905352310278e-05,99.50032250193344
2017-07-01,-1.2810422049369663e-05,99.49904786897245
2017-08-01,-1.1767025171138812e-05,99.4978770680601
2017-09-01,-1.2993575182917994e-05,99.49658424331311
2017-10-01,-0.0001784858322935179,99.4788270974107
2017-11-01,-0.00016648521705064923,99.46226672185655
2017-12-01,-7.868792454246432e-05,99.45444055043454
2018-01-01,-0.0002477379748597741,99.42980496045335
2018-02-01,-0.000247602176386863,99.40518897195935
2018-03-01,-0.0002233714476460591,99.3829871707117
2018-04-01,-0.00036929582711309195,99.34629222432585
2018-05-01,-0.00037652518949471414,99.30889288415916
2018-06-01,-0.0003614408487919718,99.27300507967247
2018-07-01,-0.0005348656559363008,99.21992155623607
2018-08-01,-0.0005453407648019493,99.1658276394806
2018-09-01,-0.0005454719648696482,99.11175021083164
2018-10-01,-0.0009444480529054999,99.01818850036722
2018-11-01,-0.0010546122211962938,98.91381775366001
2018-12-01,-2.6630516003933735e-05,98.91118366272707
2019-01-01,-0.0007229786715470254,98.83969883067965
2019-02-01,-0.000655743817333132,98.77490655515314
2019-03-01,-0.000667787913698703,98.70896788535265
2019-04-01,-0.00048233670531772077,98.66136840740803
2019-05-01,-0.0005231948453001678,98.60976278910094
2019-06-01,-0.00057406653650105,98.55317046954403
2019-07-01,-2.327269612578675e-05,98.55087689824435
2019-08-01,-4.5617347495863214e-05,98.54638137118465
2019-09-01,-4.1597202653065324e-05,98.5422822026456
2019-10-01,0.0009704088442958891,98.63795491814892
2019-11-01,0.0009951803367584944,98.73616633227005
2019-12-01,0.0010943914530798793,98.84428149817998
2020-01-01,-0.006155942101031542,98.2376708698681
2020-02-01,-0.017545945942401886,96.52903168758611
2020-03-01,-0.01784008927643299,94.82221529157854
2020-04-01,0.018717803061008453,96.61379374228034
2020-05-01,0.01877221278846264,98.44457861519423
2020-06-01,0.020465491339564323,100.48005273150609
2020-07-01,0.0024190323892980814,100.72341146119444
2020-08-01,0.0027953553944826126,101.00536308667407
2020-09-01,0.0026246747002005577,101.27081752113021
2020-10-01,0.001321757910773158,101.40476152659313
2020-11-01,0.001479322905652225,101.55488292469595
2020-12-01,0.0014720039907842875,101.70448219599432
2021-01-01,0.00034594995668157935,101.73967294397225
2021-02-01,0.0003608802508097142,101.77639540846911
2021-03-01,0.00011771188292186707,101.78837640474862
2021-04-01,-0.00060232263058424,101.72708542243545
2021-05-01,-0.0005937105743214488,101.66670690158197
2021-06-01,-0.0005940677947364748,101.6063279215943
2021-07-01,-0.001188160153105855,101.48567502313166
2021-08-01,-0.0013923654332756996,101.34446820581542
2021-09-01,-0.0009737784275785089,101.24582918299294
2021-10-01,-0.0013093315064907074,101.11335157642104
2021-11-01,-0.0013193428749218583,100.98003636003774
2021-12-01,-0.0013581481762230396,100.84298359786682
2022-01-01,-0.0011329763801768422,100.72879557772339
2022-02-01,-0.0010799843585118651,100.62006877623813
2022-03-01,-0.0010868258541449904,100.51077168825516
2022-04-01,-0.0008056543883867562,100.42982735492133
2022-05-01,-0.0007704303716309369,100.35248296376918
2022-06-01,-0.0007802329491823912,100.27421518754805
2022-07-01,-0.003888313192874193,99.88507467410918
2022-08-01,0.0008265437791123986,99.9676681900835
2022-09-01,0.0009336630464531481,100.06104789351839
2022-10-01,-0.0009050986845977604,99.97052374351486
2022-11-01,-0.000904750544577837,99.88011626199236
2022-12-01,-0.0008181087323464453,99.7984368825531
