DATE,y_true,y_diff,MLP_diff,MLP_level,LSTM_diff,LSTM_level,,,
3/1/96,123.3203111,-0.025984289,0.034468111,1.31E+02,0.002704259,126.9089657,,,
4/1/96,125.0864602,0.014220054,0.000277854,1.23E+02,0.000989895,123.4423853,,,
5/1/96,124.9707199,-0.000925711,0.00040452,1.25E+02,-6.15E-05,125.0787671,,,
6/1/96,125.0317983,0.000488623,0.000301578,1.25E+02,5.56E-05,124.9776632,,,
7/1/96,126.4753531,0.01147936,0.001904701,1.25E+02,0.000749801,125.1255473,,,
8/1/96,127.1215297,0.005096103,0.004738828,1.27E+02,0.011853632,127.9745454,,,
9/1/96,126.2877621,-0.006580426,0.006060838,1.28E+02,0.000100933,127.1343605,,,
10/1/96,125.564958,-0.005739911,0.002237646,1.27E+02,0.005987661,127.0439305,,,
11/1/96,125.8870178,0.002561603,-0.003078753,1.25E+02,-0.007519362,124.6207896,,,
12/1/96,121.7278552,-0.033596962,-0.016966108,1.24E+02,-0.016275518,123.8381414,,,
1/1/97,124.9555582,0.026170282,-0.011784676,1.20E+02,0.000700026,121.8130679,,,
2/1/97,122.7747056,-0.017607126,8.38E-05,1.25E+02,-0.007489873,124.019657,,,
3/1/97,120.9340071,-0.015106014,-0.000473103,1.23E+02,-0.005384183,122.1136641,,,
4/1/97,120.0112168,-0.007659789,-0.001666336,1.21E+02,0.001974833,121.1728316,,,
5/1/97,120.8195518,0.006712913,-0.014331391,1.18E+02,-0.003249366,119.6212565,,,
6/1/97,121.9244344,0.009103338,-0.000160433,1.21E+02,-0.014883628,119.0213185,,,
7/1/97,120.854685,-0.008812589,-0.000402416,1.22E+02,-0.003638362,121.4808293,,,
8/1/97,121.9962448,0.009401391,8.40E-06,1.21E+02,0.000525663,120.9182138,,,
9/1/97,119.1667471,-0.023466516,-0.00164118,1.22E+02,0.001077506,122.1276965,,,
10/1/97,120.4787971,0.010950032,-0.001340983,1.19E+02,-0.000210374,119.1416775,,,
11/1/97,119.3458667,-0.00944806,-0.002409695,1.20E+02,-0.001416422,120.3081483,,,
12/1/97,120.8775285,0.012752152,0.000110302,1.19E+02,-0.00201358,119.1055542,,,
1/1/98,120.0057935,-0.007237851,-0.007603217,1.20E+02,-0.01649111,118.8841239,,,
2/1/98,117.5589818,-0.020599841,-0.009219839,1.19E+02,0.005586782,120.6762397,,,
3/1/98,114.12068,-0.029683695,-0.008492428,1.17E+02,-0.014411155,115.864821,,,
4/1/98,115.8931516,0.015412174,-0.006384986,1.13E+02,-0.018605998,111.9973509,,,
5/1/98,115.5510132,-0.002956555,-0.003880349,1.15E+02,-0.005219261,115.288275,,,
6/1/98,114.7587863,-0.006879689,-0.005446681,1.15E+02,0.008113243,116.4885066,,,
7/1/98,115.1585517,0.003477474,-0.002461,1.14E+02,0.002582007,115.0550943,,,
8/1/98,112.9428378,-0.019428059,-0.002333067,1.15E+02,-0.004533391,114.6364931,,,
9/1/98,116.0432049,0.027080748,-0.001169199,1.13E+02,-0.004011881,112.4897245,,,
10/1/98,117.2443224,0.010297405,0.00180909,1.16E+02,0.001120874,116.1732747,,,
11/1/98,114.5173317,-0.023533802,0.012610882,1.19E+02,0.005837189,117.9286996,,,
12/1/98,116.0791534,0.013546135,-0.003736948,1.14E+02,0.003724961,114.9439043,,,
1/1/99,114.4829004,-0.013846845,-0.00183784,1.16E+02,-0.007001174,115.2664631,,,
2/1/99,114.407089,-0.000662426,-0.004251553,1.14E+02,-0.007215501,113.656849,,,
3/1/99,115.0233654,0.005372241,-0.005265783,1.14E+02,0.0028615,114.7344649,,,
4/1/99,113.8825096,-0.009967985,0.003316621,1.15E+02,-0.005514212,114.3891021,,,
5/1/99,112.9646213,-0.008092616,0.002104945,1.14E+02,-0.007853068,112.9881825,,,
6/1/99,113.1219296,0.001391577,-0.016956702,1.11E+02,0.001832145,113.1715889,,,
7/1/99,111.1005614,-0.01803051,-0.006853198,1.12E+02,-0.002255989,112.8667278,,,
8/1/99,110.3574988,-0.006710664,-0.002985439,1.11E+02,-0.00647822,110.3808275,,,
9/1/99,112.5878474,0.020008697,-0.007737545,1.10E+02,-0.008841975,109.3817206,,,
10/1/99,112.4587007,-0.001147733,-0.027390691,1.10E+02,-0.031236656,109.0709795,,,
11/1/99,114.4025191,0.017137049,0.036430772,1.17E+02,0.013796519,114.0102393,,,
12/1/99,115.2178318,0.007101427,0.01472334,1.16E+02,0.041203562,119.1163104,,,
1/1/00,114.5829246,-0.005525733,0.006555628,1.16E+02,-0.037469827,110.9006396,,,
2/1/00,117.4376463,0.02460873,0.028025165,1.18E+02,-0.006842849,113.798851,,,
3/1/00,120.9666808,0.02960762,-0.003190704,1.17E+02,0.075702764,126.3280007,,,
4/1/00,119.2580334,-0.014225649,0.010418558,1.22E+02,0.054101229,127.5111269,,,
5/1/00,119.111819,-0.001226787,0.004022396,1.20E+02,-0.041598585,114.2970681,,,
6/1/00,119.1402081,0.000238312,-0.001709393,1.19E+02,0.000228917,119.1390856,,,
7/1/00,119.2540265,0.000954875,-0.003744721,1.19E+02,-0.006151369,118.4073327,,,
8/1/00,117.5894323,-0.014056725,-0.006469091,1.18E+02,-0.003090748,118.8854424,,,
9/1/00,116.2264722,-0.011658536,-0.002283549,1.17E+02,-0.003255244,117.20665,,,
10/1/00,117.7686539,0.013181506,-6.40E-05,1.16E+02,0.001111015,116.3556015,,,
11/1/00,118.4472461,0.005745541,0.00138484,1.18E+02,-0.001348843,117.6098025,,,
12/1/00,117.5708272,-0.007426744,0.000707319,1.19E+02,0.002265952,118.7156419,,,
1/1/01,116.9254447,-0.00550443,-0.005386025,1.17E+02,-0.026578773,114.4459389,,,
2/1/01,115.1522658,-0.015281204,-0.001950063,1.17E+02,-0.001035264,116.804396,,,
3/1/01,114.4806246,-0.005849712,-0.013307019,1.14E+02,0.006970931,115.9549843,,,
4/1/01,116.0499523,0.013615131,-0.015785817,1.13E+02,0.001686871,114.6737386,,,
5/1/01,116.2718935,0.001910636,0.012036507,1.17E+02,0.003454005,116.4507894,,,
6/1/01,117.3529146,0.009254401,0.012701616,1.18E+02,0.003811431,116.7150558,,,
7/1/01,116.7304201,-0.005318584,-0.000658077,1.17E+02,0.00384513,117.8041518,,,
8/1/01,114.4535922,-0.019697743,-0.004196154,1.16E+02,-0.00569974,116.0650871,,,
9/1/01,115.8364589,0.012009927,-0.002765463,1.14E+02,-0.005765084,113.7937576,,,
10/1/01,113.3665035,-0.021553395,0.004757238,1.16E+02,-0.004314197,115.3367175,,,
11/1/01,114.2517842,0.007778683,-0.01348605,1.12E+02,-0.015921686,111.5615176,,,
12/1/01,114.7663775,0.004493915,-0.004720104,1.14E+02,0.006786967,115.0272073,,,
1/1/02,117.0150608,0.01940409,0.005789204,1.15E+02,0.024082398,117.530227,,,
2/1/02,118.241556,0.010426965,2.49E-06,1.17E+02,-0.000221303,116.989165,,,
3/1/02,115.2335997,-0.025768247,0.017606238,1.20E+02,-0.000463158,118.1867914,,,
4/1/02,114.1518234,-0.009432023,-0.023164246,1.13E+02,-0.009209873,114.1723128,,,
5/1/02,114.3556911,0.001784341,0.00612023,1.15E+02,-0.009208438,113.1006634,,,
6/1/02,114.5484919,0.001684555,-0.004395058,1.14E+02,-0.003020765,114.0102494,,,
7/1/02,113.4559985,-0.00958316,-0.001259727,1.14E+02,-0.001249194,114.4053986,,,
8/1/02,115.3423678,0.016489734,-0.001620006,1.13E+02,-0.001722651,113.2605534,,,
9/1/02,113.042917,-0.020137274,-0.000667439,1.15E+02,-0.000575328,115.2760082,,,
10/1/02,113.0215071,-0.000189414,0.001675494,1.13E+02,0.006539286,113.7821369,,,
11/1/02,112.9070631,-0.001013099,-0.00330008,1.13E+02,-0.006154791,112.3258833,,,
12/1/02,112.1567602,-0.006667493,-0.00942364,1.12E+02,-0.011432719,111.6162284,,,
1/1/03,112.6420238,0.004317322,-0.023186501,1.10E+02,-0.002560053,111.8696329,,,
2/1/03,110.5958444,-0.018332344,-0.002314848,1.12E+02,-0.004976349,112.0814778,,,
3/1/03,110.3492696,-0.002232002,0.012107142,1.12E+02,-0.005857802,109.9479958,,,
4/1/03,109.912429,-0.003966565,0.00011224,1.10E+02,0.002189361,110.590864,,,
5/1/03,111.8340678,0.017332287,-0.001362331,1.10E+02,-0.001976237,109.695216,,,
6/1/03,111.5118216,-0.002885627,0.000263897,1.12E+02,-0.001199319,111.6999431,,,
7/1/03,111.0485247,-0.004163344,-0.000120665,1.11E+02,0.000374999,111.5536384,,,
8/1/03,112.2584655,0.010836675,0.00103473,1.11E+02,0.000388092,111.0916217,,,
9/1/03,110.3125013,-0.017486681,0.000169111,1.12E+02,0.000320085,112.2943977,,,
10/1/03,111.6635828,0.012173367,-0.005339961,1.10E+02,-0.001575859,110.1386644,,,
11/1/03,110.0564925,-0.014496823,-0.001383516,1.12E+02,-0.002326428,111.4038055,,,
12/1/03,110.5359858,0.004347329,0.00262832,1.10E+02,-0.000192869,110.0352661,,,
1/1/04,111.9538933,0.012745989,-0.000117905,1.11E+02,0.284435868,141.9763849,,,
2/1/04,111.1898816,-0.006847735,-0.000205398,1.12E+02,0.042080507,116.6649699,,,
3/1/04,108.9592601,-0.020265333,-0.00013737,1.11E+02,-0.326977044,74.83334274,,,
4/1/04,109.1889843,0.00210613,-0.008369471,1.08E+02,-0.007357742,108.157566,,,
5/1/04,108.020886,-0.010755585,-0.00673781,1.08E+02,-0.006885159,108.4372008,,,
6/1/04,108.5544277,0.004927088,-0.004163879,1.08E+02,-0.005028259,107.4777289,,,
7/1/04,108.8216592,0.002458703,-0.003798487,1.08E+02,-0.001702062,108.3696613,,,
8/1/04,107.5087684,-0.012137977,-0.00151112,1.09E+02,-0.00493778,108.2843217,,,
9/1/04,107.3911518,-0.001094617,-0.000980677,1.07E+02,0.000349558,107.5463489,,,
10/1/04,106.5031216,-0.008303497,-0.030690042,1.04E+02,-0.011604842,106.1448945,,,
11/1/04,105.7743102,-0.006866621,-0.084746495,9.75E+01,-0.023091845,104.043768,,,
12/1/04,104.3727521,-0.013339029,0.093350358,1.16E+02,0.012610508,107.108178,,,
1/1/05,103.6497438,-0.006951279,-0.000629632,1.04E+02,-0.056991521,98.42439015,,,
2/1/05,102.4013044,-0.012117916,-0.013460536,1.02E+02,0.019996626,105.722389,,,
3/1/05,102.785471,0.003744559,-0.010895402,1.01E+02,0.012009325,103.6310749,,,
4/1/05,102.143122,-0.006269023,0.000440968,1.03E+02,0.003876208,103.1838888,,,
5/1/05,100.6452589,-0.014772941,-0.007704038,1.01E+02,0.000876469,102.2326473,,,
6/1/05,103.1085712,0.024180476,-0.002300716,1.00E+02,-0.014316461,99.20437496,,,
7/1/05,101.1959344,-0.01872394,0.000414704,1.03E+02,-0.009147569,102.1653785,,,
8/1/05,100.7952444,-0.003967406,-0.002766286,1.01E+02,-0.001295444,101.0648408,,,
9/1/05,101.9196316,0.011093402,-0.004162434,1.00E+02,0.003928997,101.1912686,,,
10/1/05,100.9226591,-0.009830105,0.000128006,1.02E+02,3.11E-06,101.9199485,,,
11/1/05,101.8231302,0.008882818,4.49E-05,1.01E+02,6.61E-05,100.9293323,,,
12/1/05,101.2312311,-0.005829974,4.50E-05,1.02E+02,0.000148606,101.8382617,,,
1/1/06,101.7358415,0.004972348,-0.000140173,1.01E+02,0.000629225,101.2949283,,,
2/1/06,100.1624821,-0.015585976,0.003751297,1.02E+02,0.00170578,101.9093804,,,
3/1/06,103.3561072,0.031386689,0.000582396,1.00E+02,0.001858516,100.3486356,,,
4/1/06,102.8074017,-0.005323025,0.005164466,1.04E+02,0.002808531,103.6463861,,,
5/1/06,102.7376363,-0.000678833,0.00563157,1.03E+02,0.005737441,103.3972531,,,
6/1/06,103.9518599,0.011749387,0.003006404,1.03E+02,0.005256469,103.2776735,,,
7/1/06,101.86854,-0.020244747,-0.000458331,1.04E+02,-0.000528332,103.8969387,,,
8/1/06,103.9593904,0.020317188,-0.00096386,1.02E+02,-0.000402943,101.8274928,,,
9/1/06,103.088979,-0.008407857,-0.000453539,1.04E+02,-0.000944455,103.8612055,,,
10/1/06,102.9302983,-0.001540446,-0.017128972,1.01E+02,0.003140717,103.4127523,,,
11/1/06,103.3997555,0.004550555,-0.01101289,1.02E+02,0.005899178,103.5375024,,,
12/1/06,106.4307268,0.028891723,0.04050814,1.08E+02,0.003326384,103.7437029,,,
1/1/07,103.9834829,-0.023262253,0.003658434,1.07E+02,0.000155801,106.4473088,,,
2/1/07,106.4682092,0.023614367,0.002225639,1.04E+02,0.000391117,104.0241526,,,
3/1/07,104.8151585,-0.015648031,0.002096733,1.07E+02,0.007433888,107.2596819,,,
4/1/07,103.6076278,-0.011587449,-0.000808418,1.05E+02,-0.001634482,104.64384,,,
5/1/07,104.2752486,0.006423069,-0.013250473,1.02E+02,-0.002821218,103.3153281,,,
6/1/07,104.9938911,0.006868144,0.006448865,1.05E+02,-0.003154326,103.9463305,,,
7/1/07,100.3826835,-0.044912451,-0.036389474,1.01E+02,-0.125885546,91.77667776,,,
8/1/07,100.374492,-8.1606E-05,0.036424916,1.04E+02,0.019080048,102.29799,,,
9/1/07,103.5274502,0.030928686,-0.027881306,9.76E+01,0.078959636,108.3000254,,,
10/1/07,103.2534223,-0.00265042,0.002633519,1.04E+02,0.00318475,103.8571593,,,
11/1/07,102.7110193,-0.00526697,0.003687301,1.04E+02,-0.007764783,102.4516818,,,
12/1/07,102.8117335,0.000980078,0.008332309,1.04E+02,0.019233163,104.6864771,,,
1/1/08,100.4110704,-0.023627021,-0.003629137,1.02E+02,-0.018129988,100.947758,,,
2/1/08,99.10714585,-0.013070918,-0.009070478,9.95E+01,-0.004907455,99.91830756,,,
3/1/08,99.9281063,0.008249444,-0.01798187,9.73E+01,-0.007644042,98.34956668,,,
4/1/08,99.99339533,0.000653147,-0.00067845,9.99E+01,0.006679427,100.5955688,,,
5/1/08,99.23611365,-0.00760214,-0.000506257,9.99E+01,-0.001321634,99.86124064,,,
6/1/08,99.10775697,-0.001294284,-0.00252586,9.90E+01,-0.00906836,98.33620488,,,
7/1/08,100.3016072,0.011974007,-0.00219008,9.89E+01,-0.002731739,98.83702049,,,
8/1/08,100.313354,0.000117108,0.006595266,1.01E+02,0.005052414,100.8083725,,,
9/1/08,101.0876501,0.007689136,0.006812004,1.01E+02,0.008896514,101.2057931,,,
10/1/08,101.5972561,0.005028565,0.007086067,1.02E+02,-0.006306362,100.4501547,,,
11/1/08,103.0756807,0.014446954,0.005886319,1.02E+02,0.016648028,103.2886501,,,
12/1/08,103.3362574,0.002524824,0.007715446,1.04E+02,0.010346168,104.1421189,,,
1/1/09,105.1139829,0.017057007,0.004551269,1.04E+02,0.002236307,103.567349,,,
2/1/09,105.5099529,0.003759976,0.003800695,1.06E+02,0.002522674,105.3791512,,,
3/1/09,102.8171572,-0.025853051,0.009129843,1.06E+02,0.012722827,106.8523378,,,
4/1/09,104.4031043,0.015307172,-0.000747175,1.03E+02,-0.00193705,102.6179952,,,
5/1/09,103.9533593,-0.00431708,-2.37E-05,1.04E+02,-1.33E-05,104.4017107,,,
6/1/09,104.5200641,0.005436724,-0.001031898,1.04E+02,0.000147589,103.9687016,,,
7/1/09,105.5909878,0.010193971,8.09E-06,1.05E+02,0.000922642,104.6164986,,,
8/1/09,103.8943205,-0.016198792,0.000483498,1.06E+02,0.000293315,105.6219592,,,
9/1/09,103.7047957,-0.001825873,0.00051015,1.04E+02,-0.000214221,103.8720641,,,
10/1/09,103.7201689,0.000148229,-0.000408023,1.04E+02,-0.000622987,103.640189,,,
11/1/09,104.2938374,0.005515686,-0.00107806,1.04E+02,-0.000800498,103.6371412,,,
12/1/09,104.5250626,0.002214602,-0.000594802,1.04E+02,-0.000657401,104.2252745,,,
1/1/10,104.1775685,-0.003330044,0.002415502,1.05E+02,0.008394643,105.4025132,,,
2/1/10,105.1760152,0.00953845,0.002353361,1.04E+02,0.002019592,104.3879647,,,
3/1/10,104.6598528,-0.004919688,-6.26E-05,1.05E+02,-0.00570794,104.5756768,,,
4/1/10,105.0435845,0.00365976,-0.000536811,1.05E+02,0.004596751,105.1409481,,,
5/1/10,107.3199399,0.02143911,0.007121791,1.06E+02,0.008739892,105.9616542,,,
6/1/10,107.3929235,0.000679826,0.011538849,1.09E+02,0.004787184,107.8337002,,,
7/1/10,105.9493053,-0.013533562,0.005776391,1.08E+02,-0.002685055,107.1045676,,,
8/1/10,109.2072589,0.030286806,0.007243941,1.07E+02,0.003407024,106.3102772,,,
9/1/10,109.6784306,0.004305192,0.002737409,1.10E+02,0.01503577,110.8492741,,,
10/1/10,107.2336348,-0.022542769,0.000150948,1.10E+02,0.000381684,109.7202931,,,
11/1/10,108.5214286,0.011937695,-0.000244598,1.07E+02,-0.00029909,107.2015623,,,
12/1/10,108.9767703,0.004187091,-0.00022398,1.08E+02,-0.000400225,108.4779956,,,
1/1/11,105.8659373,-0.028961192,-0.007287497,1.08E+02,-0.047807515,103.7668618,,,
2/1/11,105.6912463,-0.001651478,-0.004597511,1.05E+02,-0.159973606,88.93018151,,,
3/1/11,106.2097657,0.004893988,-0.009796458,1.05E+02,0.186099663,125.3603516,,,
4/1/11,105.0213885,-0.011252031,-0.00168537,1.06E+02,-0.002356142,105.9595205,,,
5/1/11,105.5874649,0.005375632,-0.001606608,1.05E+02,-0.002904858,104.7163162,,,
6/1/11,105.7549194,0.001584675,-0.001133541,1.05E+02,0.000835481,105.6756812,,,
7/1/11,106.8147314,0.009971516,0.003032806,1.06E+02,0.003525078,106.1277137,,,
8/1/11,105.3733661,-0.013585941,0.003788521,1.07E+02,0.007904705,107.6590703,,,
9/1/11,108.0887855,0.025443067,0.005471823,1.06E+02,0.000863367,105.464342,,,
10/1/11,108.3460082,0.002376908,0.00354601,1.08E+02,-0.003371984,107.7243119,,,
11/1/11,107.0548406,-0.011988653,0.004118173,1.09E+02,0.00318249,108.6908183,,,
12/1/11,108.1895122,0.010543199,0.002628333,1.07E+02,0.010482011,108.1769907,,,
1/1/12,109.8318733,0.01506634,0.009377769,1.09E+02,-0.141532034,92.87723048,,,
2/1/12,114.2765292,0.039670434,0.018855199,1.12E+02,0.07206586,117.7470017,,,
3/1/12,113.5684412,-0.006215545,0.014377986,1.16E+02,0.112077139,127.0843157,,,
4/1/12,112.8486642,-0.006357995,-0.000435637,1.14E+02,0.000275866,113.5997708,,,
5/1/12,113.4111148,0.004971735,-0.000541268,1.13E+02,-0.000621014,112.7785835,,,
6/1/12,110.9748265,-0.021716013,-0.000333602,1.13E+02,-0.000965359,113.3016325,,,
7/1/12,111.8470344,0.007828785,-0.002547583,1.11E+02,-0.004356976,110.4913119,,,
8/1/12,110.0037224,-0.016617968,-0.008060757,1.11E+02,-0.020461794,109.5584434,,,
9/1/12,111.1621178,0.010475452,-0.001989356,1.10E+02,0.012221075,111.3480861,,,
10/1/12,111.628219,0.004184219,0.001254493,1.11E+02,-0.002497178,110.8845263,,,
11/1/12,112.3425155,0.006378503,0.002488105,1.12E+02,0.004293918,112.1075414,,,
12/1/12,111.2043665,-0.010182731,0.002729336,1.13E+02,0.004675193,112.8677385,,,
1/1/13,110.8935995,-0.002798469,-0.004803912,1.11E+02,-0.005609166,110.5806027,,,
2/1/13,111.1542889,0.002348048,-0.003678439,1.10E+02,0.009899086,111.9913448,,,
3/1/13,109.1096246,-0.018566119,-0.003576602,1.11E+02,-0.016348872,109.3370417,,,
4/1/13,107.4714371,-0.015127996,-0.006778996,1.08E+02,-0.008988158,108.1289301,,,
5/1/13,110.1863101,0.02494755,-0.007240223,1.07E+02,-0.004066918,107.0343596,,,
6/1/13,108.9252271,-0.011511005,0.000109136,1.10E+02,-0.000855007,110.0921,,,
7/1/13,106.0336776,-0.0269049,-0.003933203,1.08E+02,0.008376648,109.8376553,,,
8/1/13,108.6133444,0.02403752,-0.009480895,1.05E+02,-0.011114528,104.8551632,,,
9/1/13,107.8170619,-0.007358357,0.000721813,1.09E+02,-0.009954407,107.532163,,,
10/1/13,110.0251706,0.020273244,0.005324776,1.08E+02,0.002017726,108.0346071,,,
11/1/13,109.7123378,-0.002847334,0.004559192,1.11E+02,0.007046544,110.8004678,,,
12/1/13,107.4633774,-0.020711716,0.004698581,1.10E+02,0.005518279,110.317761,,,
1/1/14,106.3828781,-0.01010547,-0.013495024,1.06E+02,0.21658802,130.7386575,,,
2/1/14,105.0757975,-0.012362673,-0.015986515,1.05E+02,-0.060513522,99.94527544,,,
3/1/14,104.3254612,-0.007166524,-0.006033903,1.04E+02,-0.191589952,84.94433055,,,
4/1/14,104.9937521,0.006385398,-0.000115827,1.04E+02,0.025110008,106.9450744,,,
5/1/14,106.0993819,0.010475375,0.001503155,1.05E+02,-0.001400592,104.8466987,,,
6/1/14,105.4010974,-0.006603172,0.000858818,1.06E+02,-0.021463269,103.8221423,,,
7/1/14,107.0184494,0.015228196,-0.005917725,1.05E+02,-0.070057519,98.016958,,,
8/1/14,108.4542103,0.013326815,0.01335403,1.08E+02,-0.044520427,102.2539424,,,
9/1/14,106.670959,-0.016579112,0.010256145,1.10E+02,0.132270396,122.7994916,,,
10/1/14,108.499878,0.017000102,0.004573475,1.07E+02,-0.001259057,106.5366542,,,
